,index,Movie_Link,TrailerPublishYear,TrailerPublishDays,ProductionBudget,HasBudget,Horror,Thriller,Documentary,Comedy,Drama,Adventure,Crime,Biography,Action,NC-17,Not Rated,PG-13,R,PG,G,ProductionCountry,Follows,TopStudios,Language,AwardStars,TopMeters,TopStars,StarsScore,TrailerDuration,FaceNo,RatioFaceNo,Female,RatioFemale,Male,RatioMale,RatioSad,RatioHappy,RatioFear,RatioAngry,RatioSurprise,RatioDisgust,RatioNeutral,RatioAsian,RatioIndian,RatioBlack,RatioWhite,RatioMiddle,RatioHispanic,AverageAge,AvgFaceSize,RatioFaceCoverage,TotalComments,ReviewMag,Sentiment_mean,PN_ratio
470,480,https://www.imdb.com/title/tt2369205/?ref_=adv_li_tt,2013,169,6558554,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,121,25,0.49,0,0.0,25,1.0,0.4,0.0,0.36,0.0,0.0,0.0,0.24,0.08,0.0,0.0,0.84,0.04,0.04,33.6,40148.56,0.04,10,3.1,0.7,2.3333333333333335
471,481,https://www.imdb.com/title/tt5779540/?ref_=adv_li_tt,2018,58,6700000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,156,131,111,1.04,32,0.29,79,0.71,0.39,0.08,0.06,0.12,0.07,0.0,0.28,0.14,0.02,0.06,0.68,0.01,0.08,33.54,33960.62,0.04,13,10.4,0.46153846153846156,0.8571428571428571
472,482,https://www.imdb.com/title/tt4412528/?ref_=adv_li_tt,2016,64,6840000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,126,35,0.36,4,0.11,31,0.89,0.43,0.03,0.11,0.11,0.0,0.0,0.31,0.4,0.0,0.0,0.49,0.0,0.11,33.17,102668.4,0.11,242,136.1,0.48760330578512395,0.9516129032258065
473,483,https://www.imdb.com/title/tt1582507/?ref_=adv_li_tt,2012,112,6900000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,83,150,48,0.46,26,0.54,22,0.46,0.27,0.08,0.06,0.17,0.02,0.0,0.4,0.21,0.0,0.0,0.75,0.04,0.0,32.35,107198.56,0.12,117,78.4,0.47863247863247865,0.9180327868852459
474,484,https://www.imdb.com/title/tt1205558/?ref_=adv_li_tt,2012,10,7000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,150,77,0.6,28,0.36,49,0.64,0.34,0.05,0.17,0.19,0.04,0.0,0.21,0.17,0.0,0.0,0.81,0.0,0.03,30.77,48000.38,0.05,43,28.9,0.37209302325581395,0.5925925925925926
475,485,https://www.imdb.com/title/tt1659216/?ref_=adv_li_tt,2013,41,7000000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,98,47,0.54,12,0.26,35,0.74,0.36,0.0,0.04,0.17,0.02,0.0,0.4,0.21,0.06,0.02,0.47,0.13,0.11,34.17,15719.55,0.02,654,439.9,0.5275229357798165,1.116504854368932
476,486,https://www.imdb.com/title/tt2701772/?ref_=adv_li_tt,2014,56,7000000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,170,86,0.7,12,0.14,74,0.86,0.2,0.28,0.14,0.09,0.03,0.0,0.26,0.09,0.0,0.06,0.77,0.01,0.07,34.52,94565.52,0.1,2,0.5,0.5,1.0
477,487,https://www.imdb.com/title/tt2304953/?ref_=adv_li_tt,2013,42,7000000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,147,95,0.93,2,0.02,93,0.98,0.29,0.04,0.12,0.28,0.02,0.0,0.24,0.31,0.0,0.12,0.53,0.02,0.03,33.19,26586.86,0.03,375,310.7,0.56,1.2727272727272727
478,488,https://www.imdb.com/title/tt1971325/?ref_=adv_li_tt,2014,56,7000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,145,54,0.44,7,0.13,47,0.87,0.3,0.11,0.11,0.17,0.0,0.0,0.31,0.22,0.0,0.04,0.46,0.17,0.11,35.78,51839.41,0.06,236,168.7,0.5084745762711864,1.0344827586206897
479,489,https://www.imdb.com/title/tt2290739/?ref_=adv_li_tt,2014,63,7000000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,133,120,1.04,29,0.24,91,0.76,0.41,0.05,0.18,0.1,0.03,0.0,0.23,0.27,0.0,0.0,0.68,0.02,0.03,32.97,30150.38,0.03,6,4.0,0.5,1.0
480,490,https://www.imdb.com/title/tt2752758/?ref_=adv_li_tt,2013,93,7000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,121,22,0.23,6,0.27,16,0.73,0.27,0.18,0.18,0.0,0.0,0.0,0.36,0.23,0.0,0.05,0.59,0.05,0.09,30.68,66499.41,0.07,303,189.4,0.47194719471947194,0.89375
481,491,https://www.imdb.com/title/tt3442006/?ref_=adv_li_tt,2014,58,7000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,215,149,131,1.02,54,0.41,77,0.59,0.26,0.05,0.27,0.11,0.05,0.01,0.25,0.16,0.0,0.02,0.76,0.04,0.02,34.85,32303.44,0.04,373,329.7,0.5978552278820375,1.4866666666666666
482,492,https://www.imdb.com/title/tt3687310/?ref_=adv_li_tt,2015,24,7000000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,126,160,1.24,5,0.03,155,0.97,0.33,0.05,0.08,0.21,0.02,0.0,0.31,0.18,0.01,0.24,0.54,0.02,0.02,34.01,31106.59,0.03,98,60.4,0.5612244897959183,1.2790697674418605
483,493,https://www.imdb.com/title/tt3850214/?ref_=adv_li_tt,2015,85,7000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,75,36,0.82,4,0.11,32,0.89,0.36,0.19,0.19,0.11,0.0,0.0,0.14,0.19,0.03,0.31,0.39,0.06,0.03,30.67,14801.11,0.02,303,195.8,0.44224422442244227,0.7928994082840237
484,494,https://www.imdb.com/title/tt1658801/?ref_=adv_li_tt,2015,202,7000000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,33,146,192,1.85,55,0.29,137,0.71,0.32,0.07,0.15,0.16,0.0,0.0,0.31,0.13,0.01,0.02,0.77,0.03,0.05,34.09,27387.33,0.03,216,136.7,0.49074074074074076,0.9636363636363636
485,495,https://www.imdb.com/title/tt4385888/?ref_=adv_li_tt,2016,115,7000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,110,139,1.76,22,0.16,117,0.84,0.33,0.1,0.11,0.05,0.0,0.0,0.41,0.32,0.01,0.03,0.6,0.03,0.01,34.17,18969.52,0.02,78,44.2,0.4358974358974359,0.7727272727272727
486,496,https://www.imdb.com/title/tt5462326/?ref_=adv_li_tt,2017,71,7000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,128,103,0.95,19,0.18,84,0.82,0.35,0.07,0.15,0.19,0.02,0.0,0.22,0.23,0.0,0.02,0.67,0.03,0.05,31.83,36323.87,0.04,908,548.6,0.43392070484581496,0.7665369649805448
487,497,https://www.imdb.com/title/tt6205872/?ref_=adv_li_tt,2018,86,7000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,68,17,0.43,2,0.12,15,0.88,0.47,0.0,0.12,0.18,0.0,0.0,0.24,0.29,0.0,0.06,0.65,0.0,0.0,32.71,24082.06,0.03,774,498.3,0.43281653746770027,0.7630979498861048
488,498,https://www.imdb.com/title/tt6472976/?ref_=adv_li_tt,2018,133,7000000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,146,96,0.95,11,0.11,85,0.89,0.23,0.24,0.1,0.08,0.0,0.0,0.34,0.21,0.0,0.03,0.65,0.04,0.07,30.91,43547.43,0.05,465,236.0,0.3978494623655914,0.6607142857142857
489,500,https://www.imdb.com/title/tt1598642/?ref_=adv_li_tt,2015,85,7500000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,57,149,54,0.6,12,0.22,42,0.78,0.26,0.07,0.02,0.2,0.02,0.0,0.43,0.24,0.07,0.2,0.39,0.07,0.02,33.04,38388.69,0.04,295,224.4,0.5423728813559322,1.1851851851851851
490,501,https://www.imdb.com/title/tt1974419/?ref_=adv_li_tt,2016,72,7500000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,93,51,0.78,20,0.39,31,0.61,0.29,0.04,0.24,0.18,0.0,0.0,0.25,0.18,0.0,0.0,0.76,0.04,0.02,31.27,26744.25,0.03,1804,1072.1,0.4262749445676275,1.4859903381642512
491,502,https://www.imdb.com/title/tt1678051/?ref_=adv_li_tt,2012,29,8000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,136,189,1.03,10,0.05,179,0.95,0.27,0.14,0.13,0.15,0.0,0.01,0.31,0.1,0.01,0.1,0.69,0.04,0.06,32.7,21915.88,0.02,66,31.7,0.4090909090909091,0.6923076923076923
492,503,https://www.imdb.com/title/tt1839492/?ref_=adv_li_tt,2012,140,8000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,137,111,0.95,17,0.15,94,0.85,0.29,0.12,0.12,0.25,0.03,0.0,0.2,0.29,0.0,0.03,0.59,0.09,0.01,33.19,66319.39,0.07,52,32.2,0.5961538461538461,1.4761904761904763
493,505,https://www.imdb.com/title/tt2390361/?ref_=adv_li_tt,2013,66,8000000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,150,167,1.39,75,0.45,92,0.55,0.35,0.19,0.13,0.1,0.03,0.0,0.22,0.1,0.0,0.05,0.71,0.08,0.06,35.54,27844.64,0.03,117,82.7,0.41025641025641024,0.6956521739130435
494,506,https://www.imdb.com/title/tt2132285/?ref_=adv_li_tt,2013,96,8000000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,56,56,0.98,16,0.29,40,0.71,0.48,0.07,0.05,0.13,0.0,0.0,0.27,0.14,0.0,0.0,0.82,0.02,0.02,32.27,28322.61,0.03,251,162.5,0.44223107569721115,0.7928571428571428
495,507,https://www.imdb.com/title/tt2465140/?ref_=adv_li_tt,2013,93,8000000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,4,151,164,1.4,68,0.41,96,0.59,0.29,0.2,0.12,0.15,0.01,0.0,0.24,0.23,0.01,0.19,0.43,0.02,0.12,32.53,28558.2,0.03,86,66.7,0.5116279069767442,1.0476190476190477
496,508,https://www.imdb.com/title/tt2891174/?ref_=adv_li_tt,2015,128,8000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,94,147,143,1.08,18,0.13,125,0.87,0.26,0.14,0.14,0.17,0.01,0.0,0.27,0.23,0.0,0.03,0.69,0.03,0.02,33.24,34024.8,0.04,293,224.9,0.5358361774744027,1.1544117647058822
497,509,https://www.imdb.com/title/tt1800246/?ref_=adv_li_tt,2013,101,8000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,73,147,209,1.6,27,0.13,182,0.87,0.28,0.13,0.11,0.13,0.01,0.0,0.34,0.17,0.01,0.13,0.6,0.06,0.02,30.56,23098.47,0.03,399,250.4,0.5137844611528822,1.056701030927835
498,510,https://www.imdb.com/title/tt1178665/?ref_=adv_li_tt,2015,98,8000000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,94,151,163,1.13,29,0.18,134,0.82,0.24,0.15,0.12,0.19,0.01,0.0,0.29,0.1,0.01,0.0,0.85,0.02,0.02,39.82,24019.36,0.03,146,130.0,0.6027397260273972,1.5172413793103448
499,511,https://www.imdb.com/title/tt4061010/?ref_=adv_li_tt,2016,67,8000000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,138,154,103,0.9,11,0.11,92,0.89,0.36,0.05,0.14,0.23,0.0,0.0,0.22,0.23,0.02,0.03,0.6,0.08,0.04,36.74,32492.46,0.04,158,95.8,0.41139240506329117,0.6989247311827957
500,512,https://www.imdb.com/title/tt4196848/?ref_=adv_li_tt,2016,80,8000000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,151,156,1.11,46,0.29,110,0.71,0.42,0.09,0.15,0.11,0.01,0.0,0.22,0.16,0.0,0.17,0.64,0.01,0.03,33.03,35050.33,0.04,78,59.0,0.5769230769230769,1.3636363636363635
501,513,https://www.imdb.com/title/tt4060866/?ref_=adv_li_tt,2016,44,8000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,120,85,0.84,6,0.07,79,0.93,0.4,0.08,0.05,0.2,0.01,0.0,0.26,0.14,0.0,0.09,0.56,0.16,0.04,35.53,22684.08,0.02,38,26.2,0.4473684210526316,0.8095238095238095
502,514,https://www.imdb.com/title/tt4520364/?ref_=adv_li_tt,2016,100,8000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,56,103,18,0.62,5,0.28,13,0.72,0.28,0.17,0.0,0.06,0.0,0.0,0.5,0.17,0.0,0.17,0.67,0.0,0.0,33.72,39495.94,0.04,389,195.6,0.4370179948586118,0.776255707762557
503,515,https://www.imdb.com/title/tt3053228/?ref_=adv_li_tt,2017,25,8000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,139,63,0.56,16,0.25,47,0.75,0.41,0.06,0.03,0.19,0.0,0.0,0.3,0.1,0.0,0.06,0.76,0.05,0.03,31.35,39335.83,0.04,14,10.8,0.5714285714285714,1.3333333333333333
504,516,https://www.imdb.com/title/tt6957966/?ref_=adv_li_tt,2018,36,8000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,7,160,237,2.06,60,0.25,177,0.75,0.33,0.18,0.2,0.06,0.01,0.0,0.22,0.11,0.0,0.02,0.73,0.07,0.07,32.53,19451.53,0.02,19,14.1,0.3157894736842105,0.46153846153846156
505,517,https://www.imdb.com/title/tt1273221/?ref_=adv_li_tt,2018,17,8000000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,117,111,1.07,22,0.2,89,0.8,0.45,0.07,0.1,0.12,0.0,0.0,0.26,0.1,0.0,0.11,0.68,0.05,0.06,33.69,33536.19,0.04,175,96.4,0.4114285714285714,0.6990291262135923
506,518,https://www.imdb.com/title/tt7374952/?ref_=adv_li_tt,2019,36,8000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,139,65,0.49,2,0.03,63,0.97,0.4,0.03,0.11,0.11,0.0,0.0,0.35,0.25,0.03,0.05,0.49,0.05,0.14,31.75,32606.43,0.04,17,8.5,0.17647058823529413,0.21428571428571427
507,519,https://www.imdb.com/title/tt1780967/?ref_=adv_li_tt,2019,30,8000000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,154,161,1.36,39,0.24,122,0.76,0.31,0.07,0.13,0.11,0.01,0.0,0.37,0.14,0.0,0.15,0.66,0.02,0.03,31.8,25304.78,0.03,229,158.0,0.5109170305676856,1.0446428571428572
508,520,https://www.imdb.com/title/tt8236336/?ref_=adv_li_tt,2019,85,8000000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,124,127,90,0.97,16,0.18,74,0.82,0.49,0.04,0.1,0.1,0.01,0.01,0.24,0.23,0.0,0.01,0.69,0.02,0.04,32.93,39741.96,0.04,116,64.3,0.4396551724137931,0.7846153846153846
509,521,https://www.imdb.com/title/tt6722030/?ref_=adv_li_tt,2018,165,8000000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,155,80,0.59,13,0.16,67,0.84,0.21,0.16,0.04,0.2,0.0,0.0,0.39,0.25,0.01,0.14,0.45,0.04,0.11,35.6,70920.36,0.08,670,381.3,0.4298507462686567,0.7539267015706806
510,522,https://www.imdb.com/title/tt2392830/?ref_=adv_li_tt,2017,16,8145719,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,120,77,1.13,34,0.44,43,0.56,0.3,0.16,0.16,0.14,0.03,0.0,0.22,0.13,0.0,0.0,0.83,0.04,0.0,35.73,17727.34,0.02,23,15.4,0.4782608695652174,0.9166666666666666
511,523,https://www.imdb.com/title/tt1684233/?ref_=adv_li_tt,2012,94,8500000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,83,111,40,0.59,2,0.05,38,0.95,0.38,0.03,0.08,0.13,0.0,0.0,0.4,0.05,0.03,0.08,0.65,0.18,0.03,32.7,47346.58,0.05,69,39.9,0.5072463768115942,1.0294117647058822
512,524,https://www.imdb.com/title/tt1171222/?ref_=adv_li_tt,2013,141,8500000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,97,149,204,1.63,64,0.31,140,0.69,0.25,0.25,0.12,0.14,0.01,0.0,0.22,0.27,0.01,0.19,0.35,0.05,0.13,31.97,22939.31,0.02,145,96.8,0.6,1.5
513,525,https://www.imdb.com/title/tt2872718/?ref_=adv_li_tt,2014,100,8500000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,82,94,44,0.6,4,0.09,40,0.91,0.16,0.14,0.09,0.16,0.0,0.0,0.45,0.11,0.02,0.09,0.32,0.39,0.07,34.64,53245.73,0.06,474,359.2,0.5632911392405063,1.289855072463768
514,526,https://www.imdb.com/title/tt1666801/?ref_=adv_li_tt,2014,94,8500000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,96,135,1.73,46,0.34,89,0.66,0.27,0.12,0.17,0.16,0.01,0.0,0.27,0.24,0.01,0.01,0.57,0.07,0.1,30.92,14764.24,0.02,1749,1622.4,0.5820468839336764,2.7852257181942544
515,527,https://www.imdb.com/title/tt4034228/?ref_=adv_li_tt,2016,114,8500000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,150,113,1.27,8,0.07,105,0.93,0.31,0.07,0.14,0.15,0.03,0.0,0.3,0.18,0.0,0.01,0.78,0.02,0.02,32.08,20442.52,0.02,361,228.5,0.5041551246537396,1.0167597765363128
516,528,https://www.imdb.com/title/tt5616294/?ref_=adv_li_tt,2018,58,8500000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,130,104,0.95,20,0.19,84,0.81,0.32,0.09,0.14,0.14,0.02,0.0,0.29,0.13,0.01,0.05,0.72,0.05,0.04,35.63,40753.35,0.04,17,8.8,0.29411764705882354,0.4166666666666667
517,529,https://www.imdb.com/title/tt5691670/?ref_=adv_li_tt,2018,394,8500000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,47,146,139,0.95,29,0.21,110,0.79,0.31,0.1,0.12,0.2,0.04,0.0,0.23,0.17,0.0,0.03,0.7,0.04,0.06,32.9,23242.52,0.03,148,72.8,0.47297297297297297,0.8974358974358975
518,530,https://www.imdb.com/title/tt6817202/?ref_=adv_li_tt,2017,16,8540000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,76,46,0.84,3,0.07,43,0.93,0.33,0.13,0.13,0.13,0.0,0.0,0.28,0.8,0.0,0.0,0.2,0.0,0.0,31.8,33297.39,0.04,8,6.1,0.75,3.0
519,531,https://www.imdb.com/title/tt7653254/?ref_=adv_li_tt,2019,108,8600000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,124,87,58,1.02,19,0.33,39,0.67,0.31,0.14,0.09,0.12,0.0,0.0,0.34,0.41,0.0,0.02,0.52,0.0,0.05,32.38,42097.12,0.05,167,108.7,0.4491017964071856,0.8152173913043478
520,532,https://www.imdb.com/title/tt7248248/?ref_=adv_li_tt,2019,15,8800000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,138,55,0.85,6,0.11,49,0.89,0.38,0.05,0.16,0.15,0.02,0.0,0.24,0.24,0.0,0.05,0.67,0.02,0.02,34.2,32380.29,0.04,8,4.2,0.5,1.0
521,533,https://www.imdb.com/title/tt2017038/?ref_=adv_li_tt,2013,85,9000000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,143,16,0.26,0,0.0,16,1.0,0.44,0.0,0.13,0.06,0.06,0.0,0.31,0.38,0.0,0.0,0.63,0.0,0.0,37.31,43748.88,0.05,293,198.1,0.45604395604395603,0.8383838383838383
522,534,https://www.imdb.com/title/tt1641841/?ref_=adv_li_tt,2015,42,9000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,76,89,86,0.77,1,0.01,85,0.99,0.48,0.08,0.14,0.08,0.0,0.0,0.22,0.3,0.0,0.1,0.48,0.07,0.05,34.23,27730.44,0.03,8,3.1,0.375,0.6
523,535,https://www.imdb.com/title/tt2883434/?ref_=adv_li_tt,2014,58,9000000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,136,192,1.9,42,0.22,150,0.78,0.34,0.14,0.13,0.12,0.02,0.0,0.26,0.26,0.02,0.2,0.48,0.02,0.04,31.9,9153.91,0.01,218,257.1,0.6055045871559633,1.5348837209302326
524,536,https://www.imdb.com/title/tt2975578/?ref_=adv_li_tt,2014,113,9000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,154,73,0.55,8,0.11,65,0.89,0.38,0.11,0.12,0.14,0.0,0.0,0.25,0.27,0.04,0.07,0.52,0.05,0.04,32.92,47303.89,0.05,337,273.5,0.6083086053412463,1.553030303030303
525,537,https://www.imdb.com/title/tt4669986/?ref_=adv_li_tt,2016,115,9000000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,148,117,1.08,21,0.18,96,0.82,0.32,0.1,0.15,0.18,0.03,0.0,0.22,0.31,0.02,0.04,0.51,0.03,0.09,32.95,27443.96,0.03,648,591.4,0.6064814814814815,1.5411764705882354
526,538,https://www.imdb.com/title/tt4361050/?ref_=adv_li_tt,2016,120,9000000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,149,84,0.69,30,0.36,54,0.64,0.4,0.02,0.14,0.13,0.01,0.0,0.29,0.2,0.02,0.02,0.71,0.02,0.01,30.65,44287.05,0.05,1164,737.2,0.47852233676975947,1.8352553542009884
527,539,https://www.imdb.com/title/tt3733774/?ref_=adv_li_tt,2016,66,9000000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,142,101,0.77,4,0.04,97,0.96,0.46,0.03,0.14,0.19,0.0,0.0,0.19,0.14,0.0,0.05,0.61,0.17,0.03,34.72,66881.56,0.07,376,282.0,0.5611702127659575,1.2787878787878788
528,540,https://www.imdb.com/title/tt1878870/?ref_=adv_li_tt,2016,113,9000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,45,149,152,1.38,54,0.36,98,0.64,0.26,0.14,0.11,0.11,0.05,0.0,0.34,0.21,0.01,0.02,0.66,0.02,0.08,29.51,30618.68,0.03,990,660.7,0.5878787878787879,1.4264705882352942
529,541,https://www.imdb.com/title/tt2378507/?ref_=adv_li_tt,2017,85,9000000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,140,128,1.16,49,0.38,79,0.62,0.38,0.12,0.18,0.11,0.01,0.0,0.21,0.2,0.0,0.02,0.77,0.0,0.02,32.98,57758.66,0.06,305,254.7,0.5573770491803278,1.2592592592592593
530,542,https://www.imdb.com/title/tt6474040/?ref_=adv_li_tt,2019,43,9000000,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,45,139,169,1.55,40,0.24,129,0.76,0.37,0.08,0.23,0.08,0.02,0.0,0.22,0.09,0.01,0.02,0.78,0.06,0.04,33.48,18059.65,0.02,126,55.7,0.42063492063492064,0.726027397260274
531,543,https://www.imdb.com/title/tt7137380/?ref_=adv_li_tt,2018,71,9000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,146,52,0.55,17,0.33,35,0.67,0.38,0.02,0.19,0.19,0.0,0.0,0.21,0.23,0.0,0.02,0.75,0.0,0.0,32.56,97313.69,0.11,361,243.5,0.4792243767313019,0.9202127659574468
532,544,https://www.imdb.com/title/tt8663516/?ref_=adv_li_tt,2019,133,9000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,71,25,0.51,7,0.28,18,0.72,0.32,0.08,0.16,0.2,0.0,0.0,0.24,0.44,0.0,0.12,0.4,0.0,0.04,34.0,35813.84,0.04,1801,1178.4,0.4963908939478068,1.9713340683572216
533,545,https://www.imdb.com/title/tt7394816/?ref_=adv_li_tt,2019,316,9000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,98,65,1.08,3,0.05,62,0.95,0.37,0.11,0.12,0.12,0.0,0.0,0.28,0.29,0.0,0.14,0.46,0.08,0.03,33.49,17247.38,0.02,15,6.6,0.6,1.5
534,546,https://www.imdb.com/title/tt8155288/?ref_=adv_li_tt,2018,75,9000000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,33,150,167,1.28,54,0.32,113,0.68,0.29,0.1,0.19,0.16,0.02,0.0,0.25,0.29,0.0,0.02,0.6,0.04,0.04,30.49,26994.66,0.03,3553,2381.8,0.524627075710667,2.207223208999408
535,547,https://www.imdb.com/title/tt8772262/?ref_=adv_li_tt,2019,120,9000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,96,92,1.42,11,0.12,81,0.88,0.17,0.26,0.23,0.07,0.01,0.0,0.26,0.08,0.0,0.01,0.88,0.02,0.01,30.42,18670.85,0.02,390,217.2,0.39487179487179486,0.652542372881356
536,548,https://www.imdb.com/title/tt8004664/?ref_=adv_li_tt,2020,64,9000000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,144,100,0.81,33,0.33,67,0.67,0.35,0.08,0.16,0.15,0.01,0.0,0.25,0.41,0.0,0.02,0.52,0.0,0.05,31.04,38255.74,0.04,564,317.7,0.5106382978723404,1.0434782608695652
537,549,https://www.imdb.com/title/tt8045906/?ref_=adv_li_tt,2020,37,9300000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,216,171,1.4,23,0.13,148,0.87,0.42,0.07,0.15,0.07,0.02,0.0,0.27,0.37,0.01,0.05,0.56,0.0,0.02,30.37,18024.41,0.02,127,88.8,0.5669291338582677,1.309090909090909
