,index,Movie_Link,TrailerPublishYear,TrailerPublishDays,ProductionBudget,HasBudget,Horror,Thriller,Documentary,Comedy,Drama,Adventure,Crime,Biography,Action,NC-17,Not Rated,PG-13,R,PG,G,ProductionCountry,Follows,TopStudios,Language,AwardStars,TopMeters,TopStars,StarsScore,TrailerDuration,FaceNo,RatioFaceNo,Female,RatioFemale,Male,RatioMale,RatioSad,RatioHappy,RatioFear,RatioAngry,RatioSurprise,RatioDisgust,RatioNeutral,RatioAsian,RatioIndian,RatioBlack,RatioWhite,RatioMiddle,RatioHispanic,AverageAge,AvgFaceSize,RatioFaceCoverage,TotalComments,ReviewMag,Sentiment_mean,PN_ratio
402,410,https://www.imdb.com/title/tt2268433/?ref_=adv_li_tt,2016,38,5000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,124,111,0.93,23,0.21,88,0.79,0.35,0.06,0.05,0.27,0.0,0.0,0.26,0.25,0.0,0.03,0.49,0.05,0.18,35.69,39258.84,0.04,30,16.3,0.5,1.0
403,411,https://www.imdb.com/title/tt4871980/?ref_=adv_li_tt,2016,53,5000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,131,124,1.22,39,0.31,85,0.69,0.26,0.21,0.08,0.18,0.01,0.0,0.27,0.2,0.02,0.36,0.33,0.02,0.06,31.43,35972.42,0.04,355,251.0,0.5098591549295775,1.0402298850574712
404,412,https://www.imdb.com/title/tt3553976/?ref_=adv_li_tt,2016,86,5000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,152,228,1.88,61,0.27,167,0.73,0.3,0.11,0.16,0.14,0.03,0.0,0.27,0.14,0.0,0.0,0.81,0.03,0.01,31.22,30403.07,0.03,361,251.3,0.5429362880886427,1.187878787878788
405,413,https://www.imdb.com/title/tt1082807/?ref_=adv_li_tt,2016,162,5000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,151,205,1.32,37,0.18,168,0.82,0.3,0.06,0.2,0.19,0.0,0.0,0.25,0.15,0.0,0.05,0.7,0.05,0.04,33.76,40259.5,0.04,649,360.4,0.44838212634822805,0.8128491620111732
406,414,https://www.imdb.com/title/tt4667094/?ref_=adv_li_tt,2015,71,5000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,142,147,1.23,21,0.14,126,0.86,0.3,0.07,0.12,0.12,0.01,0.01,0.36,0.41,0.0,0.2,0.35,0.03,0.01,32.37,22023.8,0.02,2815,1835.2,0.5325044404973357,2.278115501519757
407,415,https://www.imdb.com/title/tt5470222/?ref_=adv_li_tt,2016,43,5000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,116,134,0.87,9,0.07,125,0.93,0.36,0.05,0.11,0.19,0.0,0.0,0.28,0.21,0.01,0.01,0.52,0.1,0.16,36.11,28270.13,0.03,12,9.1,0.6666666666666666,2.0
408,416,https://www.imdb.com/title/tt7241654/?ref_=adv_li_tt,2017,29,5000000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,136,108,1.08,12,0.11,96,0.89,0.3,0.09,0.09,0.17,0.0,0.0,0.35,0.19,0.0,0.01,0.69,0.06,0.04,32.69,12943.1,0.01,65,34.6,0.46153846153846156,0.8571428571428571
409,417,https://www.imdb.com/title/tt1691916/?ref_=adv_li_tt,2016,106,5000000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,26,150,149,1.21,65,0.44,84,0.56,0.35,0.1,0.12,0.15,0.0,0.0,0.28,0.25,0.01,0.01,0.66,0.07,0.01,30.79,29743.54,0.03,1422,957.4,0.5035161744022504,2.028328611898017
410,418,https://www.imdb.com/title/tt1412528/?ref_=adv_li_tt,2016,239,5000000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,74,145,256,2.05,68,0.27,188,0.73,0.29,0.2,0.13,0.13,0.01,0.0,0.26,0.16,0.0,0.06,0.7,0.02,0.06,32.41,12147.52,0.01,1428,856.6,0.4789915966386555,1.8387096774193548
411,419,https://www.imdb.com/title/tt3349578/?ref_=adv_li_tt,2016,60,5000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,122,138,1.17,50,0.36,88,0.64,0.25,0.07,0.17,0.22,0.01,0.0,0.28,0.21,0.01,0.03,0.67,0.03,0.06,31.99,19396.39,0.02,13,6.6,0.38461538461538464,0.625
412,420,https://www.imdb.com/title/tt4677924/?ref_=adv_li_tt,2017,137,5000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,63,112,33,0.32,12,0.36,21,0.64,0.39,0.03,0.21,0.15,0.0,0.0,0.21,0.18,0.0,0.0,0.79,0.03,0.0,33.7,73939.91,0.08,27,20.7,0.5185185185185185,1.0769230769230769
413,421,https://www.imdb.com/title/tt5649108/?ref_=adv_li_tt,2017,99,5000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,29,138,176,1.49,56,0.32,120,0.68,0.34,0.02,0.22,0.07,0.0,0.0,0.35,0.18,0.0,0.01,0.75,0.01,0.06,31.59,24727.48,0.03,241,147.7,0.4149377593360996,0.7092198581560284
414,422,https://www.imdb.com/title/tt5462602/?ref_=adv_li_tt,2017,73,5000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,148,147,1.32,33,0.22,114,0.78,0.21,0.14,0.1,0.19,0.02,0.0,0.34,0.12,0.13,0.01,0.43,0.21,0.1,33.41,27542.01,0.03,246,138.9,0.44715447154471544,0.8088235294117647
415,423,https://www.imdb.com/title/tt4695012/?ref_=adv_li_tt,2017,122,5000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,95,103,36,0.55,7,0.19,29,0.81,0.42,0.03,0.03,0.14,0.0,0.0,0.39,0.31,0.0,0.17,0.44,0.03,0.06,33.58,79936.58,0.09,358,192.3,0.41899441340782123,0.7211538461538461
416,424,https://www.imdb.com/title/tt2531334/?ref_=adv_li_tt,2017,88,5000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,148,34,0.32,7,0.21,27,0.79,0.59,0.06,0.03,0.15,0.0,0.0,0.18,0.35,0.0,0.03,0.56,0.03,0.03,32.29,46919.82,0.05,424,224.1,0.33726415094339623,0.5088967971530249
417,425,https://www.imdb.com/title/tt5052448/?ref_=adv_li_tt,2016,143,5000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,153,187,1.21,33,0.18,154,0.82,0.28,0.19,0.11,0.13,0.01,0.0,0.29,0.17,0.0,0.32,0.48,0.02,0.01,32.15,43042.13,0.05,2757,2039.1,0.5161407326804498,2.133433283358321
418,426,https://www.imdb.com/title/tt5001754/?ref_=adv_li_tt,2018,13,5000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,87,137,94,0.65,8,0.09,86,0.91,0.32,0.11,0.1,0.19,0.01,0.0,0.28,0.18,0.0,0.01,0.62,0.15,0.04,34.53,20475.48,0.02,14,8.9,0.5714285714285714,1.3333333333333333
419,427,https://www.imdb.com/title/tt1773753/?ref_=adv_li_tt,2018,36,5000000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,147,51,0.51,20,0.39,31,0.61,0.41,0.06,0.12,0.04,0.02,0.0,0.35,0.25,0.02,0.0,0.65,0.0,0.08,32.59,111959.04,0.12,13,10.1,0.46153846153846156,0.8571428571428571
420,428,https://www.imdb.com/title/tt8632862/?ref_=adv_li_tt,2018,37,5000000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,114,72,0.99,4,0.06,68,0.94,0.33,0.06,0.1,0.24,0.0,0.0,0.28,0.29,0.0,0.01,0.65,0.0,0.04,33.92,31107.26,0.03,27,21.1,0.5555555555555556,1.25
421,429,https://www.imdb.com/title/tt1285009/?ref_=adv_li_tt,2018,63,5000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,123,38,0.44,13,0.34,25,0.66,0.47,0.0,0.05,0.26,0.03,0.0,0.18,0.24,0.0,0.0,0.66,0.03,0.08,33.32,43117.95,0.05,540,380.8,0.5796296296296296,1.3788546255506609
422,430,https://www.imdb.com/title/tt5628902/?ref_=adv_li_tt,2019,57,5000000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,28,117,72,0.76,21,0.29,51,0.71,0.36,0.04,0.21,0.21,0.01,0.0,0.17,0.17,0.0,0.07,0.68,0.03,0.06,33.5,42597.21,0.05,17,10.9,0.5294117647058824,1.125
423,431,https://www.imdb.com/title/tt6511932/?ref_=adv_li_tt,2018,137,5000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,31,71,54,0.86,6,0.11,48,0.89,0.39,0.17,0.13,0.04,0.02,0.0,0.26,0.13,0.0,0.11,0.72,0.02,0.02,32.33,22706.87,0.02,116,55.8,0.4224137931034483,0.7313432835820896
424,432,https://www.imdb.com/title/tt11161374/?ref_=adv_li_tt,2019,23,5000000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,90,24,0.6,0,0.0,24,1.0,0.46,0.0,0.21,0.25,0.0,0.0,0.08,0.29,0.0,0.33,0.25,0.04,0.08,34.58,26363.25,0.03,2,0.4,0.0,0.0
425,433,https://www.imdb.com/title/tt8380776/?ref_=adv_li_tt,2019,321,5000000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,103,26,0.68,5,0.19,21,0.81,0.5,0.08,0.04,0.12,0.0,0.0,0.27,0.15,0.0,0.0,0.69,0.08,0.08,35.04,44433.92,0.05,22,10.1,0.6363636363636364,1.75
426,434,https://www.imdb.com/title/tt6803212/?ref_=adv_li_tt,2019,45,5000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,142,81,0.64,9,0.11,72,0.89,0.33,0.1,0.06,0.16,0.02,0.0,0.32,0.36,0.0,0.41,0.21,0.01,0.01,32.49,58729.2,0.06,644,416.7,0.515527950310559,1.064102564102564
427,435,https://www.imdb.com/title/tt9354944/?ref_=adv_li_tt,2019,37,5000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,154,141,1.05,22,0.16,119,0.84,0.3,0.09,0.15,0.16,0.05,0.01,0.24,0.35,0.01,0.06,0.5,0.01,0.08,31.6,18514.87,0.02,350,170.4,0.4685714285714286,0.8817204301075269
428,436,https://www.imdb.com/title/tt7286966/?ref_=adv_li_tt,2020,11,5000000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,131,114,0.59,7,0.06,107,0.94,0.24,0.11,0.18,0.19,0.01,0.0,0.28,0.13,0.0,0.05,0.72,0.08,0.02,36.39,61493.05,0.07,25,12.8,0.4,0.6666666666666666
429,437,https://www.imdb.com/title/tt5259822/?ref_=adv_li_tt,2020,74,5000000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,143,262,1.22,26,0.1,236,0.9,0.31,0.08,0.1,0.15,0.01,0.0,0.35,0.15,0.01,0.02,0.68,0.08,0.05,35.43,20996.37,0.02,28,17.2,0.5,1.0
430,439,https://www.imdb.com/title/tt9770150/?ref_=adv_li_tt,2020,213,5000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,44,69,6,0.38,0,0.0,6,1.0,0.67,0.0,0.17,0.0,0.0,0.0,0.17,0.17,0.0,0.0,0.83,0.0,0.0,31.67,5615.17,0.01,145,100.9,0.503448275862069,1.0138888888888888
431,440,https://www.imdb.com/title/tt9484998/?ref_=adv_li_tt,2020,182,5000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,173,173,1.33,45,0.26,128,0.74,0.24,0.16,0.17,0.15,0.01,0.01,0.27,0.14,0.0,0.04,0.68,0.08,0.06,32.4,22765.64,0.02,514,295.8,0.5019455252918288,1.0078125
432,441,https://www.imdb.com/title/tt1781058/?ref_=adv_li_tt,2017,66,5200000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,73,134,139,1.51,31,0.22,108,0.78,0.32,0.12,0.12,0.2,0.03,0.0,0.22,0.17,0.0,0.01,0.74,0.03,0.04,34.18,24217.35,0.03,107,53.9,0.4205607476635514,0.7258064516129032
433,442,https://www.imdb.com/title/tt1525366/?ref_=adv_li_tt,2012,25,5300000,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,105,109,1.11,14,0.13,95,0.87,0.4,0.04,0.16,0.1,0.02,0.0,0.28,0.2,0.01,0.0,0.74,0.05,0.0,32.76,9580.47,0.01,25,14.7,0.56,1.2727272727272727
434,443,https://www.imdb.com/title/tt2932536/?ref_=adv_li_tt,2017,56,5300000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,123,43,0.41,12,0.28,31,0.72,0.28,0.21,0.07,0.16,0.0,0.0,0.28,0.33,0.0,0.07,0.47,0.05,0.09,33.26,77739.12,0.08,575,394.8,0.44521739130434784,0.8025078369905956
435,444,https://www.imdb.com/title/tt2229499/?ref_=adv_li_tt,2013,128,5500000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,152,151,188,1.25,60,0.32,128,0.68,0.29,0.14,0.15,0.1,0.04,0.0,0.29,0.28,0.0,0.04,0.61,0.03,0.04,32.35,38196.77,0.04,3051,1916.3,0.5057358243198952,2.046419098143236
436,445,https://www.imdb.com/title/tt3335606/?ref_=adv_li_tt,2017,22,5500000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,40,128,72,0.83,9,0.13,63,0.88,0.42,0.07,0.07,0.13,0.01,0.0,0.31,0.19,0.0,0.01,0.74,0.04,0.01,32.76,51573.44,0.06,167,88.4,0.40718562874251496,0.6868686868686869
437,446,https://www.imdb.com/title/tt5691024/?ref_=adv_li_tt,2018,126,5500000,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,66,117,121,0.95,21,0.17,100,0.83,0.36,0.07,0.21,0.09,0.0,0.0,0.26,0.15,0.0,0.02,0.8,0.01,0.02,32.01,10878.27,0.01,175,117.4,0.44,0.7857142857142857
438,447,https://www.imdb.com/title/tt4454078/?ref_=adv_li_tt,2018,257,5500000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,114,191,1.65,24,0.13,167,0.87,0.26,0.22,0.13,0.19,0.01,0.0,0.19,0.15,0.01,0.1,0.66,0.04,0.04,33.28,16113.79,0.02,6,4.6,0.16666666666666666,0.2
439,448,https://www.imdb.com/title/tt1999890/?ref_=adv_li_tt,2018,72,5500000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,155,146,1.05,40,0.27,106,0.73,0.38,0.11,0.08,0.14,0.03,0.0,0.27,0.27,0.01,0.07,0.6,0.03,0.02,32.54,29239.3,0.03,38,17.1,0.5,1.0
440,449,https://www.imdb.com/title/tt6032328/?ref_=adv_li_tt,2019,17,5500000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,83,154,169,1.23,17,0.1,152,0.9,0.3,0.12,0.15,0.14,0.01,0.01,0.27,0.11,0.0,0.07,0.76,0.03,0.04,33.94,41302.62,0.04,12,7.1,0.4166666666666667,0.7142857142857143
441,450,https://www.imdb.com/title/tt8114980/?ref_=adv_li_tt,2021,27,5500000,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,120,58,0.49,4,0.07,54,0.93,0.53,0.03,0.07,0.16,0.0,0.0,0.21,0.19,0.02,0.09,0.53,0.14,0.03,34.26,50765.62,0.06,977,495.9,0.4104401228249744,0.6961805555555556
442,451,https://www.imdb.com/title/tt1582271/?ref_=adv_li_tt,2012,109,6000000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,140,138,1.09,14,0.1,124,0.9,0.33,0.12,0.08,0.08,0.01,0.0,0.38,0.18,0.0,0.09,0.67,0.02,0.04,30.7,13539.73,0.01,26,17.8,0.5384615384615384,1.1666666666666667
443,452,https://www.imdb.com/title/tt1704573/?ref_=adv_li_tt,2012,113,6000000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,128,127,1.59,16,0.13,111,0.87,0.36,0.09,0.11,0.13,0.01,0.0,0.3,0.22,0.0,0.0,0.71,0.0,0.07,34.06,19216.65,0.02,67,59.0,0.6567164179104478,1.9130434782608696
444,453,https://www.imdb.com/title/tt1667310/?ref_=adv_li_tt,2012,88,6000000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,65,130,67,0.63,15,0.22,52,0.78,0.25,0.12,0.07,0.28,0.0,0.0,0.27,0.18,0.0,0.01,0.72,0.06,0.03,34.76,63434.25,0.07,52,28.2,0.46153846153846156,0.8571428571428571
445,454,https://www.imdb.com/title/tt1840417/?ref_=adv_li_tt,2012,112,6000000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,428,151,91,1.08,19,0.21,72,0.79,0.37,0.14,0.08,0.09,0.0,0.0,0.32,0.18,0.01,0.1,0.66,0.01,0.04,33.43,41239.43,0.04,13,7.8,0.5384615384615384,1.1666666666666667
446,455,https://www.imdb.com/title/tt2355495/?ref_=adv_li_tt,2013,269,6000000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,133,216,1.64,47,0.22,169,0.78,0.31,0.19,0.11,0.1,0.02,0.0,0.28,0.15,0.0,0.02,0.75,0.07,0.01,33.25,25359.99,0.03,23,13.4,0.43478260869565216,0.7692307692307693
447,456,https://www.imdb.com/title/tt2933544/?ref_=adv_li_tt,2015,60,6000000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,141,98,1.11,24,0.24,74,0.76,0.24,0.13,0.18,0.1,0.01,0.0,0.33,0.16,0.0,0.15,0.68,0.0,0.0,38.14,19736.77,0.02,87,66.8,0.7241379310344828,2.625
448,457,https://www.imdb.com/title/tt2870708/?ref_=adv_li_tt,2014,107,6000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,88,101,363,5.42,131,0.36,232,0.64,0.43,0.05,0.21,0.05,0.03,0.0,0.22,0.28,0.0,0.01,0.67,0.02,0.01,28.28,4815.78,0.01,97,65.8,0.3917525773195876,0.6440677966101694
449,458,https://www.imdb.com/title/tt2771372/?ref_=adv_li_tt,2014,69,6000000,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,132,165,1.31,50,0.3,115,0.7,0.39,0.07,0.12,0.07,0.01,0.0,0.34,0.16,0.0,0.05,0.76,0.02,0.01,32.3,17018.33,0.02,150,104.1,0.36666666666666664,0.5789473684210527
450,459,https://www.imdb.com/title/tt3722070/?ref_=adv_li_tt,2015,16,6000000,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,44,119,98,1.1,9,0.09,89,0.91,0.29,0.07,0.1,0.13,0.0,0.0,0.41,0.26,0.0,0.01,0.73,0.0,0.0,35.83,21897.88,0.02,149,109.6,0.5771812080536913,1.3650793650793651
451,460,https://www.imdb.com/title/tt2349144/?ref_=adv_li_tt,2015,22,6000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,151,111,1.22,11,0.1,100,0.9,0.35,0.05,0.16,0.15,0.0,0.0,0.29,0.16,0.0,0.02,0.73,0.06,0.03,34.55,46287.17,0.05,80,48.2,0.5375,1.162162162162162
452,461,https://www.imdb.com/title/tt1639084/?ref_=adv_li_tt,2016,18,6000000,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,132,86,1.04,47,0.55,39,0.45,0.33,0.12,0.15,0.13,0.02,0.0,0.26,0.16,0.0,0.01,0.8,0.0,0.02,33.41,27980.22,0.03,314,167.9,0.4554140127388535,0.8362573099415205
453,462,https://www.imdb.com/title/tt4334266/?ref_=adv_li_tt,2017,130,6000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,126,57,0.54,8,0.14,49,0.86,0.39,0.07,0.11,0.19,0.02,0.0,0.23,0.23,0.0,0.11,0.56,0.07,0.04,32.12,62287.61,0.07,830,424.5,0.39879518072289155,0.6633266533066132
454,463,https://www.imdb.com/title/tt6108178/?ref_=adv_li_tt,2018,105,6000000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,145,113,1.22,51,0.45,62,0.55,0.36,0.09,0.19,0.05,0.02,0.0,0.28,0.12,0.0,0.0,0.78,0.06,0.04,32.24,29928.9,0.03,507,359.1,0.4714003944773176,0.8917910447761194
455,464,https://www.imdb.com/title/tt4949290/?ref_=adv_li_tt,2017,17,6000000,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,119,89,0.67,7,0.08,82,0.92,0.29,0.1,0.08,0.18,0.0,0.0,0.35,0.17,0.0,0.11,0.61,0.06,0.06,35.51,28176.67,0.03,26,23.7,0.5384615384615384,1.1666666666666667
456,465,https://www.imdb.com/title/tt5734576/?ref_=adv_li_tt,2018,46,6000000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,150,20,0.42,8,0.4,12,0.6,0.4,0.2,0.05,0.15,0.0,0.0,0.2,0.3,0.0,0.05,0.45,0.15,0.05,31.95,48043.15,0.05,326,177.4,0.38650306748466257,0.63
457,466,https://www.imdb.com/title/tt7137846/?ref_=adv_li_tt,2018,120,6000000,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,148,95,0.64,34,0.36,61,0.64,0.32,0.14,0.06,0.15,0.01,0.0,0.33,0.33,0.0,0.4,0.14,0.09,0.04,32.35,39470.63,0.04,579,385.7,0.4991364421416235,0.996551724137931
458,467,https://www.imdb.com/title/tt9243946/?ref_=adv_li_tt,2019,17,6000000,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,137,7,0.17,0,0.0,7,1.0,0.29,0.0,0.14,0.14,0.0,0.0,0.43,0.29,0.0,0.0,0.43,0.29,0.0,36.57,42605.43,0.05,579,340.9,0.49222797927461137,0.9693877551020408
459,468,https://www.imdb.com/title/tt1489887/?ref_=adv_li_tt,2019,46,6000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,155,151,1.26,56,0.37,95,0.63,0.25,0.2,0.15,0.11,0.03,0.01,0.26,0.19,0.0,0.02,0.73,0.04,0.02,30.97,36560.92,0.04,208,107.5,0.42788461538461536,0.7478991596638656
460,469,https://www.imdb.com/title/tt1881109/?ref_=adv_li_tt,2019,43,6000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,26,191,136,0.93,27,0.2,109,0.8,0.32,0.11,0.15,0.12,0.0,0.0,0.29,0.13,0.01,0.05,0.63,0.13,0.06,33.8,73562.85,0.08,339,208.4,0.504424778761062,1.0178571428571428
461,471,https://www.imdb.com/title/tt5073642/?ref_=adv_li_tt,2019,90,6000000,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,146,44,0.6,8,0.18,36,0.82,0.32,0.07,0.05,0.25,0.05,0.0,0.27,0.16,0.0,0.0,0.7,0.07,0.07,34.82,37166.89,0.04,40,17.5,0.425,0.7391304347826086
462,472,https://www.imdb.com/title/tt2420124/?ref_=adv_li_tt,2019,163,6000000,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,132,48,0.39,6,0.13,42,0.88,0.35,0.06,0.1,0.13,0.0,0.0,0.35,0.27,0.02,0.15,0.54,0.0,0.02,32.65,103892.02,0.11,34,14.2,0.2647058823529412,0.36
463,473,https://www.imdb.com/title/tt10919380/?ref_=adv_li_tt,2020,64,6000000,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,174,169,0.99,38,0.22,131,0.78,0.4,0.06,0.16,0.11,0.03,0.0,0.24,0.21,0.01,0.08,0.6,0.04,0.07,32.19,33814.38,0.04,352,219.0,0.5823863636363636,1.3945578231292517
464,474,https://www.imdb.com/title/tt4364194/?ref_=adv_li_tt,2019,64,6200000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,161,93,0.8,12,0.13,81,0.87,0.31,0.18,0.11,0.14,0.02,0.0,0.24,0.16,0.01,0.06,0.68,0.05,0.03,34.11,26188.71,0.03,24,14.2,0.7083333333333334,2.4285714285714284
465,475,https://www.imdb.com/title/tt2235902/?ref_=adv_li_tt,2013,132,6400000,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,118,82,1.26,11,0.13,71,0.87,0.32,0.05,0.13,0.16,0.01,0.0,0.33,0.17,0.0,0.12,0.61,0.06,0.04,31.77,41106.6,0.04,68,53.1,0.5147058823529411,1.0606060606060606
466,476,https://www.imdb.com/title/tt4714782/?ref_=adv_li_tt,2016,175,6400000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,67,15,0.37,9,0.6,6,0.4,0.33,0.0,0.2,0.13,0.0,0.0,0.33,0.07,0.0,0.0,0.93,0.0,0.0,31.53,22935.8,0.02,138,103.8,0.47101449275362317,0.8904109589041096
467,477,https://www.imdb.com/title/tt1723811/?ref_=adv_li_tt,2011,57,6500000,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,94,30,0.7,3,0.1,27,0.9,0.43,0.1,0.1,0.1,0.0,0.0,0.27,0.13,0.0,0.03,0.77,0.03,0.03,33.5,49376.97,0.05,42,44.9,0.5238095238095238,1.1
468,478,https://www.imdb.com/title/tt1869716/?ref_=adv_li_tt,2013,158,6500000,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,67,113,0.76,9,0.08,104,0.92,0.3,0.06,0.11,0.2,0.03,0.0,0.3,0.14,0.0,0.04,0.78,0.04,0.01,34.45,33315.85,0.04,192,185.8,0.6302083333333334,1.704225352112676
469,479,https://www.imdb.com/title/tt3322940/?ref_=adv_li_tt,2014,78,6500000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,138,28,0.54,14,0.5,14,0.5,0.39,0.11,0.07,0.14,0.0,0.0,0.29,0.07,0.0,0.0,0.93,0.0,0.0,33.0,31456.57,0.03,378,246.8,0.4708994708994709,0.89
